,Unnamed: 0,magnetogram,T_REC,region_type,region_no,label
24097,24097,/SUM93/D1037449404/S00000/magnetogram.fits,2013-05-01 22:24:00,harp,2693,True
23531,23531,/SUM99/D1043913891/S00000/magnetogram.fits,2013-04-12 12:48:00,harp,2636,True
51298,51298,/SUM72/D723011504/S00000/magnetogram.fits,2015-06-15 16:00:00,harp,5677,False
440,440,/SUM86/D1041581723/S00000/magnetogram.fits,2010-12-10 04:48:00,harp,279,False
29337,29337,/SUM96/D1038488207/S00000/magnetogram.fits,2013-10-14 00:00:00,harp,3259,False
29830,29830,/SUM86/D1039053106/S00000/magnetogram.fits,2013-10-23 19:12:00,harp,3291,True
51532,51532,/SUM75/D723994740/S00000/magnetogram.fits,2015-06-19 17:36:00,harp,5692,True
45800,45800,/SUM36/D668265992/S00000/magnetogram.fits,2015-01-20 20:48:00,harp,5073,False
53906,53906,/SUM78/D754701211/S00000/magnetogram.fits,2015-09-22 03:12:00,harp,5963,False
52561,52561,/SUM74/D738643182/S00000/magnetogram.fits,2015-08-01 20:48:00,harp,5808,False
53761,53761,/SUM77/D753817946/S00000/magnetogram.fits,2015-09-19 17:36:00,harp,5956,True
62770,62770,/SUM99/D1009512203/S00000/magnetogram.fits,2017-02-04 04:48:00,harp,6937,False
10723,10723,/SUM91/D1044194177/S00000/magnetogram.fits,2011-12-25 14:24:00,harp,1209,True
43071,43071,/SUM69/D662292490/S00000/magnetogram.fits,2014-12-01 06:24:00,harp,4874,True
34847,34847,/SUM87/D544107359/S00000/magnetogram.fits,2014-02-15 17:36:00,harp,3740,True
43840,43840,/SUM52/D665643640/S00000/magnetogram.fits,2014-12-18 16:00:00,harp,4932,False
37351,37351,/SUM47/D580642106/S00000/magnetogram.fits,2014-05-24 00:00:00,harp,4138,True
1026,1026,/SUM85/D1042421964/S00000/magnetogram.fits,2011-01-10 16:00:00,harp,335,False
31945,31945,/SUM86/D1041936922/S00000/magnetogram.fits,2013-12-06 01:36:00,harp,3446,False
5709,5709,/SUM86/D1043331716/S00000/magnetogram.fits,2011-07-31 04:48:00,harp,755,False
15244,15244,/SUM84/D1044278360/S00000/magnetogram.fits,2012-06-05 06:24:00,harp,1715,False
57001,57001,/SUM75/D788748839/S00000/magnetogram.fits,2016-01-14 22:24:00,harp,6246,False
6991,6991,/SUM98/D1037323532/S00000/magnetogram.fits,2011-09-08 04:48:00,harp,833,True
21586,21586,/SUM96/D1039621648/S00000/magnetogram.fits,2013-01-28 00:00:00,harp,2425,False
13681,13681,/SUM92/D1042004689/S00000/magnetogram.fits,2012-04-26 20:48:00,harp,1603,True
35015,35015,/SUM71/D549656839/S00000/magnetogram.fits,2014-03-02 16:00:00,harp,3784,True
34955,34955,/SUM56/D548270856/S00000/magnetogram.fits,2014-02-26 12:48:00,harp,3766,True
59990,59990,/SUM84/D997757060/S00000/magnetogram.fits,2016-06-27 17:36:00,harp,6632,False
11718,11718,/SUM98/D1037891713/S00000/magnetogram.fits,2012-01-17 11:12:00,harp,1330,False
31040,31040,/SUM87/D1040832446/S00000/magnetogram.fits,2013-11-15 01:36:00,harp,3368,False
6717,6717,/SUM96/D1044401153/S00000/magnetogram.fits,2011-09-04 00:00:00,harp,814,True
10740,10740,/SUM93/D1044208947/S00000/magnetogram.fits,2011-12-26 19:12:00,harp,1209,True
46186,46186,/SUM18/D669909545/S00000/magnetogram.fits,2015-01-25 22:24:00,harp,5107,True
53442,53442,/SUM82/D746169567/S00000/magnetogram.fits,2015-08-24 11:12:00,harp,5885,True
42614,42614,/SUM16/D642507396/S00000/magnetogram.fits,2014-11-17 22:24:00,harp,4816,False
25028,25028,/SUM87/D1039171880/S00000/magnetogram.fits,2013-05-31 00:00:00,harp,2809,True
47702,47702,/SUM13/D691391766/S00000/magnetogram.fits,2015-03-21 06:24:00,harp,5342,False
5675,5675,/SUM93/D1043242013/S00000/magnetogram.fits,2011-08-02 11:12:00,harp,753,True
37629,37629,/SUM10/D584190358/S00000/magnetogram.fits,2014-06-02 11:12:00,harp,4179,False
18627,18627,/SUM97/D1043413435/S00000/magnetogram.fits,2012-10-24 22:24:00,harp,2144,False
51562,51562,/SUM81/D724911832/S00000/magnetogram.fits,2015-06-22 09:36:00,harp,5692,True
15842,15842,/SUM91/D1037947735/S00000/magnetogram.fits,2012-07-04 22:24:00,harp,1807,True
34747,34747,/SUM45/D670206523/D542242251/S00000/magnetogram.fits,2014-02-12 00:00:00,harp,3721,True
59839,59839,/SUM88/D997650569/S00000/magnetogram.fits,2016-06-21 20:48:00,harp,6629,False
24039,24039,/SUM86/D1037398912/S00000/magnetogram.fits,2013-05-03 22:24:00,harp,2685,False
15821,15821,/SUM98/D1037931011/S00000/magnetogram.fits,2012-07-03 09:36:00,harp,1807,True
17881,17881,/SUM85/D1041531707/S00000/magnetogram.fits,2012-09-23 19:12:00,harp,2037,False
63162,63162,/SUM99/D1010677099/S00000/magnetogram.fits,2017-02-25 12:48:00,harp,6952,False
43099,43099,/SUM57/D662246006/S00000/magnetogram.fits,2014-12-05 06:24:00,harp,4874,True
44182,44182,/SUM3/D665494304/S00000/magnetogram.fits,2014-12-17 14:24:00,harp,4943,False
30672,30672,/SUM90/D1040139082/S00000/magnetogram.fits,2013-11-07 12:48:00,harp,3341,True
30661,30661,/SUM85/D1040129290/S00000/magnetogram.fits,2013-11-06 17:36:00,harp,3341,True
51927,51927,/SUM78/D729142438/S00000/magnetogram.fits,2015-07-05 14:24:00,harp,5745,True
40831,40831,/SUM93/D1115022146/D634874611/S00000/magnetogram.fits,2014-10-22 11:12:00,harp,4698,True
61039,61039,/SUM87/D1000663593/S00000/magnetogram.fits,2016-09-13 00:00:00,harp,6737,False
10712,10712,/SUM84/D1044187710/S00000/magnetogram.fits,2011-12-24 20:48:00,harp,1209,True
48722,48722,/SUM79/D702062968/S00000/magnetogram.fits,2015-04-21 03:12:00,harp,5447,True
15793,15793,/SUM92/D1037820001/S00000/magnetogram.fits,2012-07-06 00:00:00,harp,1806,False
22535,22535,/SUM96/D1041321985/S00000/magnetogram.fits,2013-03-04 11:12:00,harp,2519,True
10878,10878,/SUM87/D1044634860/S00000/magnetogram.fits,2012-01-03 00:00:00,harp,1237,False
35487,35487,/SUM45/D559289927/S00000/magnetogram.fits,2014-03-28 11:12:00,harp,3894,True
34352,34352,/SUM50/D541868097/S00000/magnetogram.fits,2014-02-06 09:36:00,harp,3686,True
40900,40900,/SUM35/D638144575/S00000/magnetogram.fits,2014-10-27 08:00:00,harp,4698,True
59687,59687,/SUM88/D997258650/S00000/magnetogram.fits,2016-06-14 04:48:00,harp,6615,False
2638,2638,/SUM95/D1038400227/S00000/magnetogram.fits,2011-04-15 16:00:00,harp,495,True
23804,23804,/SUM97/D1044331425/S00000/magnetogram.fits,2013-04-21 17:36:00,harp,2673,True
19602,19602,/SUM90/D1044700554/S00000/magnetogram.fits,2012-11-27 22:24:00,harp,2227,True
8208,8208,/SUM93/D1035784413/S00000/magnetogram.fits,2011-10-22 08:00:00,harp,982,False
37680,37680,/SUM16/D585692003/S00000/magnetogram.fits,2014-06-06 01:36:00,harp,4186,False
7253,7253,/SUM90/D1037573877/S00000/magnetogram.fits,2011-09-12 22:24:00,harp,847,False
50640,50640,/SUM80/D718387709/S00000/magnetogram.fits,2015-05-30 04:48:00,harp,5615,False
55970,55970,/SUM79/D772175732/S00000/magnetogram.fits,2015-11-18 08:00:00,harp,6107,False
63206,63206,/SUM87/D1010692571/S00000/magnetogram.fits,2017-03-08 16:00:00,harp,6961,False
46218,46218,/SUM10/D671729381/S00000/magnetogram.fits,2015-01-30 03:12:00,harp,5107,True
37659,37659,/SUM58/D584188764/S00000/magnetogram.fits,2014-06-02 12:48:00,harp,4186,True
12834,12834,/SUM86/D1039213755/S00000/magnetogram.fits,2012-03-05 17:36:00,harp,1449,True
4575,4575,/SUM94/D1041651848/S00000/magnetogram.fits,2011-07-01 09:36:00,harp,686,False
62979,62979,/SUM90/D1010679376/S00000/magnetogram.fits,2017-02-10 22:24:00,harp,6949,False
5338,5338,/SUM94/D1042737883/S00000/magnetogram.fits,2011-07-28 06:24:00,harp,740,False
12853,12853,/SUM87/D1039239695/S00000/magnetogram.fits,2012-03-08 20:48:00,harp,1449,True
22078,22078,/SUM93/D1040551240/S00000/magnetogram.fits,2013-02-17 11:12:00,harp,2491,True
1903,1903,/SUM96/D1043862084/S00000/magnetogram.fits,2011-03-09 16:00:00,harp,401,True
3826,3826,/SUM84/D1035768662/S00000/magnetogram.fits,2011-06-06 16:00:00,harp,637,True
1663,1663,/SUM90/D1043361618/S00000/magnetogram.fits,2011-02-15 11:12:00,harp,384,True
45508,45508,/SUM15/D666093251/S00000/magnetogram.fits,2015-01-14 12:48:00,harp,5036,False
34737,34737,/SUM87/D542257510/S00000/magnetogram.fits,2014-02-11 04:48:00,harp,3721,True
2342,2342,/SUM85/D1037781766/S00000/magnetogram.fits,2011-04-04 03:12:00,harp,443,False
2058,2058,/SUM95/D1044092275/S00000/magnetogram.fits,2011-03-14 14:24:00,harp,407,True
13752,13752,/SUM97/D1042356411/S00000/magnetogram.fits,2012-05-07 04:48:00,harp,1621,True
24104,24104,/SUM90/D1037459971/S00000/magnetogram.fits,2013-05-02 22:24:00,harp,2693,True
48819,48819,/SUM83/D702060631/S00000/magnetogram.fits,2015-04-21 20:48:00,harp,5456,True
33116,33116,/SUM86/D1044251972/S00000/magnetogram.fits,2014-01-06 11:12:00,harp,3563,True
32731,32731,/SUM92/D1043321087/S00000/magnetogram.fits,2013-12-21 06:24:00,harp,3515,False
25001,25001,/SUM88/D1039078011/S00000/magnetogram.fits,2013-06-04 19:12:00,harp,2790,True
57084,57084,/SUM76/D787897759/S00000/magnetogram.fits,2016-01-11 19:12:00,harp,6258,False
5602,5602,/SUM99/D1043090105/S00000/magnetogram.fits,2011-08-03 00:00:00,harp,750,True
29450,29450,/SUM90/D1038584374/S00000/magnetogram.fits,2013-10-14 12:48:00,harp,3263,True
44201,44201,/SUM3/D665525441/S00000/magnetogram.fits,2014-12-18 20:48:00,harp,4943,False
581,581,/SUM89/D1041830652/S00000/magnetogram.fits,2010-12-09 11:12:00,harp,285,False
47285,47285,/SUM12/D689048082/S00000/magnetogram.fits,2015-03-15 14:24:00,harp,5298,True
15264,15264,/SUM90/D1044484708/S00000/magnetogram.fits,2012-06-05 20:48:00,harp,1724,True
12847,12847,/SUM88/D1039219597/S00000/magnetogram.fits,2012-03-06 14:24:00,harp,1449,True
6962,6962,/SUM93/D1037310473/S00000/magnetogram.fits,2011-09-06 01:36:00,harp,833,True
68834,68834,/SUM17/D1347251812/S00000/magnetogram.fits,2020-10-23 09:36:00,harp,7454,False
1681,1681,/SUM92/D1043387060/S00000/magnetogram.fits,2011-02-17 20:48:00,harp,384,True
60365,60365,/SUM86/D998651315/S00000/magnetogram.fits,2016-07-16 22:24:00,harp,6666,False
30375,30375,/SUM98/D1039691646/S00000/magnetogram.fits,2013-10-30 08:00:00,harp,3323,False
43077,43077,/SUM69/D662222478/S00000/magnetogram.fits,2014-12-03 16:00:00,harp,4874,True
1776,1776,/SUM87/D1043628370/S00000/magnetogram.fits,2011-03-06 16:00:00,harp,393,True
33983,33983,/SUM68/D542005082/S00000/magnetogram.fits,2014-01-22 08:00:00,harp,3635,False
55374,55374,/SUM79/D767887278/S00000/magnetogram.fits,2015-11-04 03:12:00,harp,6063,True
48899,48899,/SUM75/D702373666/S00000/magnetogram.fits,2015-04-22 06:24:00,harp,5461,False
18459,18459,/SUM98/D1043094504/S00000/magnetogram.fits,2012-10-24 06:24:00,harp,2130,False
7001,7001,/SUM96/D1037335398/S00000/magnetogram.fits,2011-09-08 22:24:00,harp,833,True
10714,10714,/SUM95/D1044188818/S00000/magnetogram.fits,2011-12-25 00:00:00,harp,1209,True
12430,12430,/SUM97/D1038633497/S00000/magnetogram.fits,2012-02-15 16:00:00,harp,1396,False
15827,15827,/SUM92/D1037935706/S00000/magnetogram.fits,2012-07-03 20:48:00,harp,1807,True
34852,34852,/SUM37/D544543809/S00000/magnetogram.fits,2014-02-16 03:12:00,harp,3740,True
54300,54300,/SUM82/D755890097/S00000/magnetogram.fits,2015-09-27 00:00:00,harp,5983,True
5756,5756,/SUM86/D1043359028/S00000/magnetogram.fits,2011-08-03 08:00:00,harp,755,False
18374,18374,/SUM97/D1042814142/S00000/magnetogram.fits,2012-10-21 01:36:00,harp,2117,False
7988,7988,/SUM99/D1039381256/S00000/magnetogram.fits,2011-10-16 20:48:00,harp,956,False
6963,6963,/SUM90/D1037310868/S00000/magnetogram.fits,2011-09-06 03:12:00,harp,833,True
7879,7879,/SUM98/D1039215172/S00000/magnetogram.fits,2011-10-15 08:00:00,harp,948,False
33134,33134,/SUM99/D1044285558/S00000/magnetogram.fits,2014-01-07 17:36:00,harp,3563,True
46487,46487,/SUM63/D673074192/S00000/magnetogram.fits,2015-02-03 08:00:00,harp,5127,True
59834,59834,/SUM97/D997647753/S00000/magnetogram.fits,2016-06-21 11:12:00,harp,6629,False
7954,7954,/SUM98/D1039337744/S00000/magnetogram.fits,2011-10-18 08:00:00,harp,950,False
45343,45343,/SUM98/D1114832524/D665159603/S00000/magnetogram.fits,2015-01-12 04:48:00,harp,5026,True
37974,37974,/SUM17/D585694447/S00000/magnetogram.fits,2014-06-06 11:12:00,harp,4197,True
21158,21158,/SUM91/D1039165624/S00000/magnetogram.fits,2013-01-14 08:00:00,harp,2380,False
45116,45116,/SUM9/D665571292/S00000/magnetogram.fits,2015-01-01 03:12:00,harp,5005,False
19534,19534,/SUM92/D1044551798/S00000/magnetogram.fits,2012-11-22 19:12:00,harp,2203,False
8559,8559,/SUM88/D1040376514/S00000/magnetogram.fits,2011-11-02 03:12:00,harp,1019,False
24099,24099,/SUM87/D1037450638/S00000/magnetogram.fits,2013-05-02 01:36:00,harp,2693,True
1593,1593,/SUM91/D1043252267/S00000/magnetogram.fits,2011-02-12 19:12:00,harp,377,True
31738,31738,/SUM98/D1041780972/S00000/magnetogram.fits,2013-11-29 16:00:00,harp,3441,False
29469,29469,/SUM98/D1038592246/S00000/magnetogram.fits,2013-10-15 20:48:00,harp,3263,True
14048,14048,/SUM92/D1042888294/S00000/magnetogram.fits,2012-05-16 09:36:00,harp,1644,False
21249,21249,/SUM88/D1039235079/S00000/magnetogram.fits,2013-01-17 20:48:00,harp,2387,False
34824,34824,/SUM57/D545638083/S00000/magnetogram.fits,2014-02-19 14:24:00,harp,3730,True
62229,62229,/SUM93/D1006976562/S00000/magnetogram.fits,2016-11-29 09:36:00,harp,6869,False
11678,11678,/SUM89/D1037749724/S00000/magnetogram.fits,2012-01-18 08:00:00,harp,1321,True
59302,59302,/SUM84/D995926376/S00000/magnetogram.fits,2016-05-22 00:00:00,harp,6566,False
47295,47295,/SUM44/D689381239/S00000/magnetogram.fits,2015-03-16 09:36:00,harp,5298,True
64505,64505,/SUM95/D978178972/S00000/magnetogram.fits,2017-09-03 12:48:00,harp,7115,True
22722,22722,/SUM98/D1042667864/S00000/magnetogram.fits,2013-03-28 17:36:00,harp,2585,False
2175,2175,/SUM86/D1037371017/S00000/magnetogram.fits,2011-03-18 12:48:00,harp,421,False
1595,1595,/SUM98/D1043254831/S00000/magnetogram.fits,2011-02-12 22:24:00,harp,377,True
3501,3501,/SUM99/D1039719957/S00000/magnetogram.fits,2011-05-21 09:36:00,harp,610,False
19483,19483,/SUM85/D1044434734/S00000/magnetogram.fits,2012-11-21 11:12:00,harp,2193,False
1873,1873,/SUM86/D1043835040/S00000/magnetogram.fits,2011-03-06 16:00:00,harp,401,True
22045,22045,/SUM95/D1040477424/S00000/magnetogram.fits,2013-02-21 20:48:00,harp,2489,False
32978,32978,/SUM88/D1044009214/S00000/magnetogram.fits,2014-01-03 00:00:00,harp,3557,False
19604,19604,/SUM84/D1044701107/S00000/magnetogram.fits,2012-11-28 01:36:00,harp,2227,True
1315,1315,/SUM91/D1042980442/S00000/magnetogram.fits,2011-02-08 06:24:00,harp,362,True
10976,10976,/SUM87/D1044775349/S00000/magnetogram.fits,2011-12-31 11:12:00,harp,1256,True
51382,51382,/SUM82/D724630696/S00000/magnetogram.fits,2015-06-21 11:12:00,harp,5677,False
61467,61467,/SUM93/D1006885261/S00000/magnetogram.fits,2016-10-11 20:48:00,harp,6798,False
53769,53769,/SUM78/D754113228/S00000/magnetogram.fits,2015-09-20 06:24:00,harp,5956,True
10978,10978,/SUM92/D1044776835/S00000/magnetogram.fits,2011-12-31 14:24:00,harp,1256,True
34308,34308,/SUM31/D541888401/S00000/magnetogram.fits,2014-02-02 20:48:00,harp,3686,True
43724,43724,/SUM69/D665683348/S00000/magnetogram.fits,2014-12-13 16:00:00,harp,4921,False
5429,5429,/SUM99/D1042825592/S00000/magnetogram.fits,2011-07-26 22:24:00,harp,746,True
34409,34409,/SUM44/D541975444/S00000/magnetogram.fits,2014-02-06 12:48:00,harp,3688,True
40837,40837,/SUM5/D634865601/S00000/magnetogram.fits,2014-10-22 20:48:00,harp,4698,True
57563,57563,/SUM75/D795497465/S00000/magnetogram.fits,2016-02-06 17:36:00,harp,6319,False
68255,68255,/SUM59/D1322125601/S00000/magnetogram.fits,2020-07-24 19:12:00,harp,7431,False
29471,29471,/SUM96/D1038597291/S00000/magnetogram.fits,2013-10-16 16:00:00,harp,3263,True
11922,11922,/SUM99/D1038083392/S00000/magnetogram.fits,2012-01-30 04:48:00,harp,1339,False
62629,62629,/SUM85/D1009514957/S00000/magnetogram.fits,2017-01-29 01:36:00,harp,6930,False
67794,67794,/SUM73/D1286653124/S00000/magnetogram.fits,2020-03-09 09:36:00,harp,7410,False
40888,40888,/SUM15/D636244631/S00000/magnetogram.fits,2014-10-26 12:48:00,harp,4698,True
33200,33200,/SUM92/D1044422478/S00000/magnetogram.fits,2014-01-07 16:00:00,harp,3569,False
15786,15786,/SUM84/D1037803600/S00000/magnetogram.fits,2012-07-04 11:12:00,harp,1806,True
13957,13957,/SUM98/D1042712424/S00000/magnetogram.fits,2012-05-09 08:00:00,harp,1638,True
55649,55649,/SUM75/D769330968/S00000/magnetogram.fits,2015-11-09 01:36:00,harp,6078,True
59807,59807,/SUM97/D997635104/S00000/magnetogram.fits,2016-06-19 16:00:00,harp,6629,False
13782,13782,/SUM90/D1042413287/S00000/magnetogram.fits,2012-05-02 17:36:00,harp,1628,False
46880,46880,/SUM5/D678500846/S00000/magnetogram.fits,2015-02-17 14:24:00,harp,5212,False
51546,51546,/SUM74/D724329716/S00000/magnetogram.fits,2015-06-20 16:00:00,harp,5692,True
62149,62149,/SUM93/D1006958651/S00000/magnetogram.fits,2016-11-30 12:48:00,harp,6863,False
15747,15747,/SUM84/D1037772468/S00000/magnetogram.fits,2012-06-30 03:12:00,harp,1806,True
5037,5037,/SUM91/D1042258643/S00000/magnetogram.fits,2011-07-17 01:36:00,harp,713,False
45984,45984,/SUM21/D667794360/S00000/magnetogram.fits,2015-01-20 00:00:00,harp,5083,False
57585,57585,/SUM83/D797506308/S00000/magnetogram.fits,2016-02-12 04:48:00,harp,6327,True
42432,42432,/SUM3/D642600636/S00000/magnetogram.fits,2014-11-18 00:00:00,harp,4810,False
31267,31267,/SUM99/D1041128902/S00000/magnetogram.fits,2013-11-23 09:36:00,harp,3376,True
7546,7546,/SUM90/D1038585145/S00000/magnetogram.fits,2011-10-09 09:36:00,harp,913,False
15489,15489,/SUM91/D1037347211/S00000/magnetogram.fits,2012-06-17 00:00:00,harp,1744,False
60980,60980,/SUM96/D999250642/S00000/magnetogram.fits,2016-08-26 03:12:00,harp,6722,False
50233,50233,/SUM76/D715812623/S00000/magnetogram.fits,2015-05-20 06:24:00,harp,5582,False
26991,26991,/SUM98/D1042279642/S00000/magnetogram.fits,2013-08-03 12:48:00,harp,3022,False
36246,36246,/SUM9/D568427407/S00000/magnetogram.fits,2014-04-18 19:12:00,harp,4022,False
35118,35118,/SUM58/D550363236/S00000/magnetogram.fits,2014-03-04 06:24:00,harp,3804,True
30902,30902,/SUM97/D1040507621/S00000/magnetogram.fits,2013-11-16 11:12:00,harp,3364,True
53431,53431,/SUM74/D745846759/S00000/magnetogram.fits,2015-08-23 17:36:00,harp,5885,True
19742,19742,/SUM84/D1044831056/S00000/magnetogram.fits,2012-12-02 19:12:00,harp,2240,False
40089,40089,/SUM5/D630354728/S00000/magnetogram.fits,2014-10-08 08:00:00,harp,4639,True
35505,35505,/SUM70/D559612009/S00000/magnetogram.fits,2014-03-29 16:00:00,harp,3894,True
44013,44013,/SUM69/D665647828/S00000/magnetogram.fits,2014-12-16 16:00:00,harp,4941,True
30568,30568,/SUM87/D1039828228/S00000/magnetogram.fits,2013-11-04 12:48:00,harp,3330,False
13028,13028,/SUM96/D1040584193/S00000/magnetogram.fits,2012-04-05 16:00:00,harp,1514,False
47022,47022,/SUM15/D681278110/S00000/magnetogram.fits,2015-02-24 16:00:00,harp,5229,False
16056,16056,/SUM99/D1038298349/S00000/magnetogram.fits,2012-07-17 16:00:00,harp,1863,False
47288,47288,/SUM21/D689050702/S00000/magnetogram.fits,2015-03-15 19:12:00,harp,5298,True
43818,43818,/SUM48/D665611517/S00000/magnetogram.fits,2014-12-17 04:48:00,harp,4932,False
30914,30914,/SUM98/D1040533777/S00000/magnetogram.fits,2013-11-18 12:48:00,harp,3364,True
3141,3141,/SUM96/D1039345034/S00000/magnetogram.fits,2011-05-12 09:36:00,harp,587,False
20640,20640,/SUM85/D1038516718/S00000/magnetogram.fits,2013-01-12 04:48:00,harp,2348,False
9251,9251,/SUM93/D1041568816/S00000/magnetogram.fits,2011-11-15 06:24:00,harp,1066,True
10717,10717,/SUM97/D1044190596/S00000/magnetogram.fits,2011-12-25 04:48:00,harp,1209,True
45589,45589,/SUM71/D667775056/S00000/magnetogram.fits,2015-01-17 11:12:00,harp,5039,False
51271,51271,/SUM75/D722998915/S00000/magnetogram.fits,2015-06-14 00:00:00,harp,5675,False
34406,34406,/SUM57/D541969344/S00000/magnetogram.fits,2014-02-03 22:24:00,harp,3688,True
50100,50100,/SUM80/D715913955/S00000/magnetogram.fits,2015-05-19 01:36:00,harp,5559,False
40087,40087,/SUM46/D630350924/S00000/magnetogram.fits,2014-10-08 04:48:00,harp,4639,True
32591,32591,/SUM93/D1043152499/S00000/magnetogram.fits,2013-12-21 20:48:00,harp,3497,True
51241,51241,/SUM82/D724629364/S00000/magnetogram.fits,2015-06-21 17:36:00,harp,5673,True
63203,63203,/SUM98/D1010690355/S00000/magnetogram.fits,2017-03-08 11:12:00,harp,6961,False
15742,15742,/SUM84/D1037770314/S00000/magnetogram.fits,2012-06-29 19:12:00,harp,1806,True
25006,25006,/SUM97/D1039081115/S00000/magnetogram.fits,2013-06-05 03:12:00,harp,2790,True
53388,53388,/SUM72/D744980626/S00000/magnetogram.fits,2015-08-20 09:36:00,harp,5885,True
38013,38013,/SUM3/D588064475/S00000/magnetogram.fits,2014-06-12 17:36:00,harp,4197,True
58309,58309,/SUM19/D813860477/S00000/magnetogram.fits,2016-03-20 14:24:00,harp,6439,False
51572,51572,/SUM81/D725677942/S00000/magnetogram.fits,2015-06-24 16:00:00,harp,5692,True
30895,30895,/SUM93/D1040501311/S00000/magnetogram.fits,2013-11-16 00:00:00,harp,3364,True
54876,54876,/SUM83/D763100321/S00000/magnetogram.fits,2015-10-18 14:24:00,harp,6006,False
51540,51540,/SUM80/D724333520/S00000/magnetogram.fits,2015-06-20 06:24:00,harp,5692,True
30657,30657,/SUM97/D1040125783/S00000/magnetogram.fits,2013-11-06 11:12:00,harp,3341,True
8804,8804,/SUM93/D1040875843/S00000/magnetogram.fits,2011-11-05 14:24:00,harp,1028,True
34403,34403,/SUM45/D541953757/S00000/magnetogram.fits,2014-02-03 17:36:00,harp,3688,True
59154,59154,/SUM96/D995438596/S00000/magnetogram.fits,2016-05-15 00:00:00,harp,6545,False
29254,29254,/SUM96/D1038417662/S00000/magnetogram.fits,2013-10-16 17:36:00,harp,3258,True
44039,44039,/SUM62/D665488539/S00000/magnetogram.fits,2014-12-18 12:48:00,harp,4941,True
9254,9254,/SUM95/D1041570291/S00000/magnetogram.fits,2011-11-15 11:12:00,harp,1066,True
