,Unnamed: 0,magnetogram,T_REC,region_type,region_no,label
37658,37658,/SUM17/D584195074/S00000/magnetogram.fits,2014-06-02 11:12:00,harp,4186,True
2097,2097,/SUM96/D1044203351/S00000/magnetogram.fits,2011-03-12 11:12:00,harp,415,False
46496,46496,/SUM68/D673066225/S00000/magnetogram.fits,2015-02-03 22:24:00,harp,5127,True
30646,30646,/SUM88/D1040116083/S00000/magnetogram.fits,2013-11-05 17:36:00,harp,3341,True
65164,65164,/SUM98/D996271794/S00000/magnetogram.fits,2017-10-29 19:12:00,harp,7171,False
23526,23526,/SUM88/D1043910568/S00000/magnetogram.fits,2013-04-12 04:48:00,harp,2636,True
7506,7506,/SUM85/D1038567523/S00000/magnetogram.fits,2011-10-05 11:12:00,harp,913,False
20046,20046,/SUM19/D1408818786/S00000/magnetogram.fits,2013-01-01 01:36:00,harp,2329,False
26510,26510,/SUM89/D1041799525/S00000/magnetogram.fits,2013-07-23 17:36:00,harp,2982,False
65029,65029,/SUM97/D994894966/S00000/magnetogram.fits,2017-10-26 00:00:00,harp,7169,False
8220,8220,/SUM92/D1039764462/S00000/magnetogram.fits,2011-10-23 03:12:00,harp,982,False
45346,45346,/SUM57/D665161984/S00000/magnetogram.fits,2015-01-12 09:36:00,harp,5026,True
44259,44259,/SUM22/D665585503/S00000/magnetogram.fits,2014-12-22 17:36:00,harp,4943,False
29795,29795,/SUM87/D1039027455/S00000/magnetogram.fits,2013-10-21 11:12:00,harp,3291,True
44038,44038,/SUM12/D665484504/S00000/magnetogram.fits,2014-12-18 11:12:00,harp,4941,True
43679,43679,/SUM18/D665596529/S00000/magnetogram.fits,2014-12-14 08:00:00,harp,4920,True
49273,49273,/SUM75/D706685472/S00000/magnetogram.fits,2015-05-03 09:36:00,harp,5518,False
58010,58010,/SUM72/D799600331/S00000/magnetogram.fits,2016-02-19 11:12:00,harp,6361,False
48528,48528,/SUM81/D698458332/S00000/magnetogram.fits,2015-04-10 19:12:00,harp,5422,False
30337,30337,/SUM96/D1039614321/S00000/magnetogram.fits,2013-11-02 12:48:00,harp,3321,True
67631,67631,/SUM31/D1258013178/S00000/magnetogram.fits,2020-01-04 11:12:00,harp,7401,False
29177,29177,/SUM89/D1038251667/S00000/magnetogram.fits,2013-10-04 14:24:00,harp,3252,False
35505,35505,/SUM70/D559612009/S00000/magnetogram.fits,2014-03-29 16:00:00,harp,3894,True
14166,14166,/SUM93/D1043055606/S00000/magnetogram.fits,2012-05-14 06:24:00,harp,1653,False
33065,33065,/SUM88/D1044092322/S00000/magnetogram.fits,2014-01-06 04:48:00,harp,3560,False
47286,47286,/SUM17/D689049122/S00000/magnetogram.fits,2015-03-15 16:00:00,harp,5298,True
23508,23508,/SUM96/D1043758222/S00000/magnetogram.fits,2013-04-10 09:36:00,harp,2635,True
47292,47292,/SUM5/D689376917/S00000/magnetogram.fits,2015-03-16 01:36:00,harp,5298,True
36087,36087,/SUM20/D568463476/S00000/magnetogram.fits,2014-04-18 04:48:00,harp,3999,True
1696,1696,/SUM95/D1043396656/S00000/magnetogram.fits,2011-02-18 20:48:00,harp,384,True
43835,43835,/SUM48/D665633050/S00000/magnetogram.fits,2014-12-18 08:00:00,harp,4932,False
12861,12861,/SUM99/D1039249191/S00000/magnetogram.fits,2012-03-09 22:24:00,harp,1449,True
5596,5596,/SUM90/D1043085614/S00000/magnetogram.fits,2011-08-02 14:24:00,harp,750,True
23726,23726,/SUM99/D1044287434/S00000/magnetogram.fits,2013-04-20 20:48:00,harp,2672,False
57599,57599,/SUM75/D797842460/S00000/magnetogram.fits,2016-02-13 08:00:00,harp,6327,True
64502,64502,/SUM93/D977824722/S00000/magnetogram.fits,2017-09-02 19:12:00,harp,7115,False
18085,18085,/SUM96/D1042231104/S00000/magnetogram.fits,2012-10-01 00:00:00,harp,2061,False
34298,34298,/SUM64/D541843339/S00000/magnetogram.fits,2014-02-02 04:48:00,harp,3686,True
12855,12855,/SUM87/D1039240987/S00000/magnetogram.fits,2012-03-09 00:00:00,harp,1449,True
50948,50948,/SUM79/D720701529/S00000/magnetogram.fits,2015-06-09 01:36:00,harp,5635,False
51548,51548,/SUM82/D724331260/S00000/magnetogram.fits,2015-06-20 19:12:00,harp,5692,True
15729,15729,/SUM84/D1037729361/S00000/magnetogram.fits,2012-07-03 08:00:00,harp,1795,False
60412,60412,/SUM94/D998623177/S00000/magnetogram.fits,2016-07-20 12:48:00,harp,6670,True
56813,56813,/SUM82/D788158792/S00000/magnetogram.fits,2016-01-12 06:24:00,harp,6223,False
40274,40274,/SUM45/D631920342/S00000/magnetogram.fits,2014-10-13 17:36:00,harp,4661,False
21315,21315,/SUM95/D1039327821/S00000/magnetogram.fits,2013-01-21 03:12:00,harp,2400,False
65582,65582,/SUM87/D1018971671/S00000/magnetogram.fits,2018-01-16 04:48:00,harp,7229,False
24616,24616,/SUM95/D1038208240/S00000/magnetogram.fits,2013-05-14 00:00:00,harp,2737,False
3299,3299,/SUM86/D1039460870/S00000/magnetogram.fits,2011-05-15 09:36:00,harp,595,False
14882,14882,/SUM94/D1043892716/S00000/magnetogram.fits,2012-05-24 20:48:00,harp,1697,False
30910,30910,/SUM90/D1040514436/S00000/magnetogram.fits,2013-11-17 00:00:00,harp,3364,True
10718,10718,/SUM90/D1044191295/S00000/magnetogram.fits,2011-12-25 06:24:00,harp,1209,True
6973,6973,/SUM87/D1037315418/S00000/magnetogram.fits,2011-09-06 20:48:00,harp,833,True
23041,23041,/SUM95/D1043209036/S00000/magnetogram.fits,2013-04-03 04:48:00,harp,2599,False
23857,23857,/SUM19/D504939671/S00000/magnetogram.fits,2013-04-27 11:12:00,harp,2677,False
12702,12702,/SUM89/D1038981486/S00000/magnetogram.fits,2012-03-01 03:12:00,harp,1424,False
27412,27412,/SUM95/D1043170918/S00000/magnetogram.fits,2013-08-14 00:00:00,harp,3068,False
14128,14128,/SUM90/D1043000913/S00000/magnetogram.fits,2012-05-12 06:24:00,harp,1651,False
30884,30884,/SUM99/D1040491946/S00000/magnetogram.fits,2013-11-15 06:24:00,harp,3364,True
44021,44021,/SUM68/D665664861/S00000/magnetogram.fits,2014-12-17 04:48:00,harp,4941,True
16819,16819,/SUM94/D1039601082/S00000/magnetogram.fits,2012-08-22 06:24:00,harp,1942,False
51526,51526,/SUM81/D723998429/S00000/magnetogram.fits,2015-06-19 08:00:00,harp,5692,True
18947,18947,/SUM90/D1043601211/S00000/magnetogram.fits,2012-11-08 04:48:00,harp,2166,False
1619,1619,/SUM93/D1043264269/S00000/magnetogram.fits,2011-02-14 12:48:00,harp,377,True
5672,5672,/SUM88/D1043240928/S00000/magnetogram.fits,2011-08-02 06:24:00,harp,753,True
11666,11666,/SUM94/D1037707402/S00000/magnetogram.fits,2012-01-17 20:48:00,harp,1319,False
43151,43151,/SUM91/D1114819973/D650324934/S00000/magnetogram.fits,2014-12-01 12:48:00,harp,4879,False
37981,37981,/SUM10/D587190617/S00000/magnetogram.fits,2014-06-10 08:00:00,harp,4197,True
40802,40802,/SUM17/D634257183/S00000/magnetogram.fits,2014-10-20 11:12:00,harp,4698,True
68424,68424,/SUM18/D1325413705/S00000/magnetogram.fits,2020-08-06 00:00:00,harp,7432,False
43687,43687,/SUM22/D665688635/S00000/magnetogram.fits,2014-12-16 01:36:00,harp,4920,True
27312,27312,/SUM87/D1042936712/S00000/magnetogram.fits,2013-08-16 20:48:00,harp,3056,True
30863,30863,/SUM87/D1040453692/S00000/magnetogram.fits,2013-11-12 12:48:00,harp,3364,False
34954,34954,/SUM56/D548269220/S00000/magnetogram.fits,2014-02-26 11:12:00,harp,3766,True
43996,43996,/SUM21/D665559222/S00000/magnetogram.fits,2014-12-19 12:48:00,harp,4938,False
63843,63843,/SUM87/D1018805872/S00000/magnetogram.fits,2017-05-15 00:00:00,harp,7010,False
5398,5398,/SUM85/D1042776150/S00000/magnetogram.fits,2011-07-25 04:48:00,harp,744,False
21792,21792,/SUM98/D1039946920/S00000/magnetogram.fits,2013-02-11 09:36:00,harp,2450,False
20845,20845,/SUM88/D1038675731/S00000/magnetogram.fits,2013-01-12 00:00:00,harp,2358,False
12862,12862,/SUM98/D1039249859/S00000/magnetogram.fits,2012-03-10 00:00:00,harp,1449,True
35091,35091,/SUM49/D549015976/S00000/magnetogram.fits,2014-02-28 22:24:00,harp,3785,False
57621,57621,/SUM80/D798148074/S00000/magnetogram.fits,2016-02-15 00:00:00,harp,6327,True
68974,68974,/SUM16/D1354666797/S00000/magnetogram.fits,2020-11-19 14:24:00,harp,7470,False
57611,57611,/SUM77/D798147409/S00000/magnetogram.fits,2016-02-14 08:00:00,harp,6327,True
1052,1052,/SUM97/D1042442437/S00000/magnetogram.fits,2011-01-12 11:12:00,harp,335,False
64505,64505,/SUM95/D978178972/S00000/magnetogram.fits,2017-09-03 12:48:00,harp,7115,True
30357,30357,/SUM92/D1039682646/S00000/magnetogram.fits,2013-10-29 03:12:00,harp,3323,False
34413,34413,/SUM63/D542007122/S00000/magnetogram.fits,2014-02-06 19:12:00,harp,3688,True
12960,12960,/SUM92/D1040504129/S00000/magnetogram.fits,2012-03-29 12:48:00,harp,1514,False
19609,19609,/SUM91/D1044703761/S00000/magnetogram.fits,2012-11-28 09:36:00,harp,2227,True
34330,34330,/SUM50/D541859957/S00000/magnetogram.fits,2014-02-04 14:24:00,harp,3686,True
5438,5438,/SUM99/D1042830894/S00000/magnetogram.fits,2011-07-27 12:48:00,harp,746,True
17660,17660,/SUM86/D1040907275/S00000/magnetogram.fits,2012-09-08 04:48:00,harp,1999,True
54346,54346,/SUM83/D757232510/S00000/magnetogram.fits,2015-09-30 03:12:00,harp,5983,True
1611,1611,/SUM95/D1043261377/S00000/magnetogram.fits,2011-02-14 00:00:00,harp,377,True
25299,25299,/SUM87/D1039391365/S00000/magnetogram.fits,2013-06-08 01:36:00,harp,2832,False
54391,54391,/SUM72/D755895045/S00000/magnetogram.fits,2015-09-26 09:36:00,harp,5985,False
50790,50790,/SUM75/D718972584/S00000/magnetogram.fits,2015-06-01 03:12:00,harp,5627,False
64250,64250,/SUM88/D1018898108/S00000/magnetogram.fits,2017-07-08 08:00:00,harp,7075,True
16807,16807,/SUM99/D1039594851/S00000/magnetogram.fits,2012-08-21 09:36:00,harp,1942,False
7945,7945,/SUM99/D1039333414/S00000/magnetogram.fits,2011-10-17 16:00:00,harp,950,False
18976,18976,/SUM96/D1043618558/S00000/magnetogram.fits,2012-11-01 20:48:00,harp,2169,False
51570,51570,/SUM78/D725676049/S00000/magnetogram.fits,2015-06-24 12:48:00,harp,5692,True
19596,19596,/SUM97/D1044698524/S00000/magnetogram.fits,2012-11-27 11:12:00,harp,2227,True
60945,60945,/SUM88/D999228861/S00000/magnetogram.fits,2016-08-25 00:00:00,harp,6715,False
4868,4868,/SUM88/D1042061640/S00000/magnetogram.fits,2011-07-15 09:36:00,harp,705,False
34944,34944,/SUM47/D553492779/S00000/magnetogram.fits,2014-02-25 19:12:00,harp,3766,True
32885,32885,/SUM86/D1043721293/S00000/magnetogram.fits,2013-12-30 22:24:00,harp,3535,True
11712,11712,/SUM92/D1037882347/S00000/magnetogram.fits,2012-01-17 20:48:00,harp,1327,False
49608,49608,/SUM79/D708778267/S00000/magnetogram.fits,2015-05-08 03:12:00,harp,5537,False
54244,54244,/SUM79/D755016955/S00000/magnetogram.fits,2015-09-23 22:24:00,harp,5982,False
1674,1674,/SUM93/D1043371446/S00000/magnetogram.fits,2011-02-16 04:48:00,harp,384,True
43070,43070,/SUM64/D662291475/S00000/magnetogram.fits,2014-12-01 04:48:00,harp,4874,True
10092,10092,/SUM93/D1043494965/S00000/magnetogram.fits,2011-12-06 17:36:00,harp,1149,False
29836,29836,/SUM91/D1039056892/S00000/magnetogram.fits,2013-10-24 04:48:00,harp,3291,True
9939,9939,/SUM91/D1042826225/S00000/magnetogram.fits,2011-12-03 12:48:00,harp,1120,False
49940,49940,/SUM77/D715729497/S00000/magnetogram.fits,2015-05-17 06:24:00,harp,5549,False
39187,39187,/SUM47/D597846146/S00000/magnetogram.fits,2014-07-09 00:00:00,harp,4344,True
63645,63645,/SUM89/D1013557154/S00000/magnetogram.fits,2017-04-28 14:24:00,harp,6986,False
40858,40858,/SUM1/D635463923/S00000/magnetogram.fits,2014-10-24 09:36:00,harp,4698,True
31261,31261,/SUM88/D1041123526/S00000/magnetogram.fits,2013-11-23 00:00:00,harp,3376,True
40823,40823,/SUM17/D634558274/S00000/magnetogram.fits,2014-10-21 22:24:00,harp,4698,True
16896,16896,/SUM95/D1039633818/S00000/magnetogram.fits,2012-08-18 14:24:00,harp,1943,False
29271,29271,/SUM89/D1038441686/S00000/magnetogram.fits,2013-10-08 01:36:00,harp,3259,False
20975,20975,/SUM92/D1038883277/S00000/magnetogram.fits,2013-01-13 01:36:00,harp,2362,True
20970,20970,/SUM95/D1038880263/S00000/magnetogram.fits,2013-01-12 17:36:00,harp,2362,True
59301,59301,/SUM96/D995925853/S00000/magnetogram.fits,2016-05-21 22:24:00,harp,6566,False
6974,6974,/SUM95/D1037316228/S00000/magnetogram.fits,2011-09-07 00:00:00,harp,833,True
29463,29463,/SUM95/D1038589781/S00000/magnetogram.fits,2013-10-15 11:12:00,harp,3263,True
6959,6959,/SUM92/D1037306924/S00000/magnetogram.fits,2011-09-05 20:48:00,harp,833,True
25145,25145,/SUM95/D1039245590/S00000/magnetogram.fits,2013-06-02 16:00:00,harp,2812,False
12605,12605,/SUM90/D1038864880/S00000/magnetogram.fits,2012-02-22 00:00:00,harp,1410,False
64952,64952,/SUM94/D987227199/S00000/magnetogram.fits,2017-09-30 09:36:00,harp,7148,False
36485,36485,/SUM16/D570399323/S00000/magnetogram.fits,2014-04-27 12:48:00,harp,4040,False
1782,1782,/SUM88/D1043633121/S00000/magnetogram.fits,2011-03-07 01:36:00,harp,393,True
24762,24762,/SUM85/D1038434821/S00000/magnetogram.fits,2013-05-21 16:00:00,harp,2739,True
17352,17352,/SUM93/D1040385160/S00000/magnetogram.fits,2012-08-31 01:36:00,harp,1970,False
8110,8110,/SUM91/D1039558323/S00000/magnetogram.fits,2011-10-18 11:12:00,harp,975,False
66455,66455,/SUM93/D1119604939/S00000/magnetogram.fits,2018-11-14 11:12:00,harp,7322,False
12047,12047,/SUM94/D1038150472/S00000/magnetogram.fits,2012-01-29 00:00:00,harp,1348,False
62371,62371,/SUM89/D1007220055/S00000/magnetogram.fits,2016-12-22 01:36:00,harp,6889,False
54322,54322,/SUM82/D756543594/S00000/magnetogram.fits,2015-09-28 11:12:00,harp,5983,True
5585,5585,/SUM94/D1043077206/S00000/magnetogram.fits,2011-08-01 20:48:00,harp,750,True
56321,56321,/SUM75/D778349410/S00000/magnetogram.fits,2015-12-11 19:12:00,harp,6164,False
3193,3193,/SUM98/D1039397617/S00000/magnetogram.fits,2011-05-10 12:48:00,harp,589,False
51941,51941,/SUM77/D729420709/S00000/magnetogram.fits,2015-07-06 12:48:00,harp,5745,True
51530,51530,/SUM83/D724001661/S00000/magnetogram.fits,2015-06-19 14:24:00,harp,5692,True
6948,6948,/SUM90/D1037298107/S00000/magnetogram.fits,2011-09-05 03:12:00,harp,833,True
62309,62309,/SUM97/D1007193015/S00000/magnetogram.fits,2016-12-15 01:36:00,harp,6882,False
28883,28883,/SUM98/D1037995033/S00000/magnetogram.fits,2013-10-04 04:48:00,harp,3244,False
11363,11363,/SUM93/D1037449421/S00000/magnetogram.fits,2012-01-16 11:12:00,harp,1309,False
7465,7465,/SUM92/D1073734982/S00000/magnetogram.fits,2011-10-08 11:12:00,harp,909,False
55542,55542,/SUM74/D768749996/S00000/magnetogram.fits,2015-11-07 17:36:00,harp,6074,False
34398,34398,/SUM64/D541929402/S00000/magnetogram.fits,2014-02-03 09:36:00,harp,3688,True
63332,63332,/SUM90/D1013530075/S00000/magnetogram.fits,2017-04-02 01:36:00,harp,6972,True
62636,62636,/SUM90/D1009518906/S00000/magnetogram.fits,2017-01-29 12:48:00,harp,6930,False
8364,8364,/SUM97/D1040233543/S00000/magnetogram.fits,2011-10-30 16:00:00,harp,1005,False
23486,23486,/SUM98/D1043731932/S00000/magnetogram.fits,2013-04-08 08:00:00,harp,2635,False
17980,17980,/SUM84/D1042014391/S00000/magnetogram.fits,2012-09-29 08:00:00,harp,2047,False
57575,57575,/SUM77/D797176180/S00000/magnetogram.fits,2016-02-11 11:12:00,harp,6327,True
22468,22468,/SUM96/D1041094419/S00000/magnetogram.fits,2013-03-02 17:36:00,harp,2504,False
1695,1695,/SUM89/D1043396035/S00000/magnetogram.fits,2011-02-18 19:12:00,harp,384,True
44032,44032,/SUM58/D665465014/S00000/magnetogram.fits,2014-12-18 01:36:00,harp,4941,True
17357,17357,/SUM89/D1040388743/S00000/magnetogram.fits,2012-08-31 09:36:00,harp,1970,False
57612,57612,/SUM72/D798148477/S00000/magnetogram.fits,2016-02-14 09:36:00,harp,6327,True
31710,31710,/SUM86/D1041715091/S00000/magnetogram.fits,2013-12-06 11:12:00,harp,3437,True
1437,1437,/SUM91/D1043102195/S00000/magnetogram.fits,2011-02-11 11:12:00,harp,366,False
6773,6773,/SUM89/D1044460083/S00000/magnetogram.fits,2011-08-29 08:00:00,harp,817,False
1889,1889,/SUM92/D1043850996/S00000/magnetogram.fits,2011-03-08 14:24:00,harp,401,True
56160,56160,/SUM73/D776956882/S00000/magnetogram.fits,2015-12-06 01:36:00,harp,6140,False
62610,62610,/SUM92/D1009526578/S00000/magnetogram.fits,2017-01-24 19:12:00,harp,6922,False
33019,33019,/SUM95/D1044058078/S00000/magnetogram.fits,2014-01-03 03:12:00,harp,3560,False
45088,45088,/SUM16/D665535310/S00000/magnetogram.fits,2014-12-30 00:00:00,harp,5005,False
16400,16400,/SUM86/D1038920667/S00000/magnetogram.fits,2012-07-31 00:00:00,harp,1893,False
46503,46503,/SUM22/D675280586/S00000/magnetogram.fits,2015-02-09 04:48:00,harp,5144,True
2915,2915,/SUM98/D1039137334/S00000/magnetogram.fits,2011-05-04 08:00:00,harp,572,False
41668,41668,/SUM0/D641151983/S00000/magnetogram.fits,2014-11-04 19:12:00,harp,4750,False
69010,69010,/SUM15/D1355845485/S00000/magnetogram.fits,2020-11-24 09:36:00,harp,7472,False
28165,28165,/SUM98/D1037322952/S00000/magnetogram.fits,2013-09-22 20:48:00,harp,3188,False
31709,31709,/SUM84/D1041714194/S00000/magnetogram.fits,2013-12-06 09:36:00,harp,3437,True
5284,5284,/SUM94/D1042702062/S00000/magnetogram.fits,2011-07-24 12:48:00,harp,740,False
34751,34751,/SUM58/D542880030/S00000/magnetogram.fits,2014-02-12 06:24:00,harp,3721,True
44036,44036,/SUM46/D665476104/S00000/magnetogram.fits,2014-12-18 08:00:00,harp,4941,True
47273,47273,/SUM19/D688674488/S00000/magnetogram.fits,2015-03-14 16:00:00,harp,5298,True
16278,16278,/SUM88/D1038696006/S00000/magnetogram.fits,2012-07-30 14:24:00,harp,1879,True
51544,51544,/SUM76/D724328196/S00000/magnetogram.fits,2015-06-20 12:48:00,harp,5692,True
13687,13687,/SUM90/D1042007426/S00000/magnetogram.fits,2012-04-27 08:00:00,harp,1603,True
7009,7009,/SUM89/D1037340081/S00000/magnetogram.fits,2011-09-09 11:12:00,harp,833,True
34408,34408,/SUM40/D541969319/S00000/magnetogram.fits,2014-02-06 11:12:00,harp,3688,True
23136,23136,/SUM97/D1043354534/S00000/magnetogram.fits,2013-04-08 19:12:00,harp,2605,False
19604,19604,/SUM84/D1044701107/S00000/magnetogram.fits,2012-11-28 01:36:00,harp,2227,True
59409,59409,/SUM91/D996147702/S00000/magnetogram.fits,2016-05-29 00:00:00,harp,6576,False
29815,29815,/SUM89/D1039043956/S00000/magnetogram.fits,2013-10-22 19:12:00,harp,3291,True
6038,6038,/SUM87/D1043559208/S00000/magnetogram.fits,2011-08-11 14:24:00,harp,765,False
54349,54349,/SUM80/D757228473/S00000/magnetogram.fits,2015-09-30 08:00:00,harp,5983,True
51756,51756,/SUM81/D728852277/S00000/magnetogram.fits,2015-07-04 01:36:00,harp,5736,False
30322,30322,/SUM92/D1039604125/S00000/magnetogram.fits,2013-11-01 11:12:00,harp,3321,True
44514,44514,/SUM13/D665595511/S00000/magnetogram.fits,2014-12-26 19:12:00,harp,4955,True
24924,24924,/SUM97/D1038970196/S00000/magnetogram.fits,2013-06-02 03:12:00,harp,2779,False
44033,44033,/SUM19/D665467266/S00000/magnetogram.fits,2014-12-18 03:12:00,harp,4941,True
66215,66215,/SUM18/D1088555075/S00000/magnetogram.fits,2018-08-07 06:24:00,harp,7290,False
33120,33120,/SUM93/D1044257674/S00000/magnetogram.fits,2014-01-06 17:36:00,harp,3563,True
64517,64517,/SUM92/D978622791/S00000/magnetogram.fits,2017-09-04 11:12:00,harp,7115,True
12949,12949,/SUM86/D1040436090/S00000/magnetogram.fits,2012-04-02 19:12:00,harp,1500,False
65762,65762,/SUM91/D1047065904/S00000/magnetogram.fits,2018-04-15 08:00:00,harp,7248,False
5653,5653,/SUM87/D1043182834/S00000/magnetogram.fits,2011-07-31 03:12:00,harp,751,False
47263,47263,/SUM63/D688305429/S00000/magnetogram.fits,2015-03-13 19:12:00,harp,5298,True
54536,54536,/SUM79/D756548389/S00000/magnetogram.fits,2015-09-28 22:24:00,harp,5991,False
11883,11883,/SUM90/D1038060849/S00000/magnetogram.fits,2012-01-27 14:24:00,harp,1339,False
1635,1635,/SUM86/D1043276799/S00000/magnetogram.fits,2011-02-16 01:36:00,harp,377,True
45298,45298,/SUM61/D663898175/S00000/magnetogram.fits,2015-01-08 17:36:00,harp,5022,False
62991,62991,/SUM85/D1010679827/S00000/magnetogram.fits,2017-02-14 22:24:00,harp,6949,False
15840,15840,/SUM97/D1037945533/S00000/magnetogram.fits,2012-07-04 17:36:00,harp,1807,True
39975,39975,/SUM19/D628019304/S00000/magnetogram.fits,2014-10-02 06:24:00,harp,4610,False
30107,30107,/SUM97/D1039374756/S00000/magnetogram.fits,2013-10-28 06:24:00,harp,3311,True
28796,28796,/SUM88/D1037938471/S00000/magnetogram.fits,2013-10-01 04:48:00,harp,3240,False
51725,51725,/SUM79/D730065105/S00000/magnetogram.fits,2015-07-08 04:48:00,harp,5724,False
18127,18127,/SUM89/D1042262196/S00000/magnetogram.fits,2012-10-05 01:36:00,harp,2061,False
