,Unnamed: 0,magnetogram,T_REC,region_type,region_no,label
47046,47046,/SUM11/D680132367/S00000/magnetogram.fits,2015-02-21 17:36:00,harp,5230,False
57620,57620,/SUM82/D798146848/S00000/magnetogram.fits,2016-02-14 22:24:00,harp,6327,True
37972,37972,/SUM61/D585692300/S00000/magnetogram.fits,2014-06-06 08:00:00,harp,4197,True
52952,52952,/SUM76/D739916962/S00000/magnetogram.fits,2015-08-05 20:48:00,harp,5845,False
43695,43695,/SUM10/D665717165/S00000/magnetogram.fits,2014-12-16 14:24:00,harp,4920,True
28581,28581,/SUM96/D1037781471/S00000/magnetogram.fits,2013-09-27 17:36:00,harp,3217,False
54403,54403,/SUM82/D756249588/S00000/magnetogram.fits,2015-09-27 04:48:00,harp,5985,False
43702,43702,/SUM56/D665733234/S00000/magnetogram.fits,2014-12-17 01:36:00,harp,4920,True
64261,64261,/SUM92/D1018894165/S00000/magnetogram.fits,2017-07-09 01:36:00,harp,7075,True
19552,19552,/SUM85/D1044601619/S00000/magnetogram.fits,2012-11-20 20:48:00,harp,2220,True
18590,18590,/SUM88/D1043370923/S00000/magnetogram.fits,2012-10-31 04:48:00,harp,2143,False
20649,20649,/SUM93/D1038523479/S00000/magnetogram.fits,2013-01-03 17:36:00,harp,2351,False
53395,53395,/SUM81/D744978891/S00000/magnetogram.fits,2015-08-20 22:24:00,harp,5885,True
51558,51558,/SUM72/D724907057/S00000/magnetogram.fits,2015-06-22 03:12:00,harp,5692,True
43693,43693,/SUM16/D665713432/S00000/magnetogram.fits,2014-12-16 11:12:00,harp,4920,True
29796,29796,/SUM95/D1039028855/S00000/magnetogram.fits,2013-10-21 12:48:00,harp,3291,True
46498,46498,/SUM63/D673428286/S00000/magnetogram.fits,2015-02-04 01:36:00,harp,5127,True
56875,56875,/SUM78/D785980778/S00000/magnetogram.fits,2016-01-04 12:48:00,harp,6227,False
1637,1637,/SUM99/D1043279100/S00000/magnetogram.fits,2011-02-16 04:48:00,harp,377,True
15783,15783,/SUM92/D1037802311/S00000/magnetogram.fits,2012-07-04 06:24:00,harp,1806,True
17020,17020,/SUM87/D1039743356/S00000/magnetogram.fits,2012-08-27 04:48:00,harp,1946,False
1665,1665,/SUM84/D1043363081/S00000/magnetogram.fits,2011-02-15 14:24:00,harp,384,True
40886,40886,/SUM12/D636247889/S00000/magnetogram.fits,2014-10-26 09:36:00,harp,4698,True
15755,15755,/SUM88/D1037775521/S00000/magnetogram.fits,2012-06-30 16:00:00,harp,1806,True
50625,50625,/SUM77/D718408708/S00000/magnetogram.fits,2015-05-29 04:48:00,harp,5615,False
26542,26542,/SUM91/D1041828295/S00000/magnetogram.fits,2013-07-21 01:36:00,harp,2984,False
60973,60973,/SUM87/D999261813/S00000/magnetogram.fits,2016-08-25 16:00:00,harp,6722,False
36137,36137,/SUM0/D568467806/S00000/magnetogram.fits,2014-04-17 09:36:00,harp,4011,False
19540,19540,/SUM95/D1044593608/S00000/magnetogram.fits,2012-11-20 01:36:00,harp,2220,True
5437,5437,/SUM90/D1042829363/S00000/magnetogram.fits,2011-07-27 11:12:00,harp,746,True
44076,44076,/SUM93/D1114842657/D665721790/S00000/magnetogram.fits,2014-12-14 11:12:00,harp,4942,False
57084,57084,/SUM76/D787897759/S00000/magnetogram.fits,2016-01-11 19:12:00,harp,6258,False
35016,35016,/SUM54/D549658480/S00000/magnetogram.fits,2014-03-02 17:36:00,harp,3784,True
42202,42202,/SUM17/D641975916/S00000/magnetogram.fits,2014-11-07 09:36:00,harp,4781,True
13685,13685,/SUM88/D1042006250/S00000/magnetogram.fits,2012-04-27 03:12:00,harp,1603,True
5617,5617,/SUM90/D1043100952/S00000/magnetogram.fits,2011-08-04 00:00:00,harp,750,True
24097,24097,/SUM93/D1037449404/S00000/magnetogram.fits,2013-05-01 22:24:00,harp,2693,True
27345,27345,/SUM92/D1043056752/S00000/magnetogram.fits,2013-08-17 16:00:00,harp,3066,False
9410,9410,/SUM96/D1041817991/S00000/magnetogram.fits,2011-11-19 09:36:00,harp,1079,False
10148,10148,/SUM88/D1043517876/S00000/magnetogram.fits,2011-12-10 14:24:00,harp,1149,False
23174,23174,/SUM94/D1043411471/S00000/magnetogram.fits,2013-04-02 03:12:00,harp,2610,False
62551,62551,/SUM96/D1009512701/S00000/magnetogram.fits,2017-01-27 20:48:00,harp,6920,False
38230,38230,/SUM12/D588456858/S00000/magnetogram.fits,2014-06-13 11:12:00,harp,4223,False
52233,52233,/SUM75/D733739868/S00000/magnetogram.fits,2015-07-18 19:12:00,harp,5758,False
54108,54108,/SUM76/D755594565/S00000/magnetogram.fits,2015-09-25 20:48:00,harp,5974,False
15270,15270,/SUM87/D1044513150/S00000/magnetogram.fits,2012-06-09 11:12:00,harp,1724,False
46264,46264,/SUM52/D671724174/S00000/magnetogram.fits,2015-01-30 09:36:00,harp,5112,False
37371,37371,/SUM71/D579609380/S00000/magnetogram.fits,2014-05-20 06:24:00,harp,4152,False
30643,30643,/SUM86/D1040113348/S00000/magnetogram.fits,2013-11-05 12:48:00,harp,3341,True
17653,17653,/SUM90/D1040902276/S00000/magnetogram.fits,2012-09-07 17:36:00,harp,1999,True
25621,25621,/SUM85/D1040284846/S00000/magnetogram.fits,2013-06-26 09:36:00,harp,2898,False
27321,27321,/SUM90/D1042946928/S00000/magnetogram.fits,2013-08-17 11:12:00,harp,3056,True
6985,6985,/SUM92/D1037320855/S00000/magnetogram.fits,2011-09-07 17:36:00,harp,833,True
11413,11413,/SUM96/D1037504139/S00000/magnetogram.fits,2012-01-15 19:12:00,harp,1312,False
68203,68203,/SUM64/D1309036622/S00000/magnetogram.fits,2020-06-12 08:00:00,harp,7422,False
15745,15745,/SUM87/D1037771680/S00000/magnetogram.fits,2012-06-30 00:00:00,harp,1806,True
55442,55442,/SUM78/D766973194/S00000/magnetogram.fits,2015-11-01 11:12:00,harp,6069,False
2063,2063,/SUM89/D1044095547/S00000/magnetogram.fits,2011-03-14 22:24:00,harp,407,True
55299,55299,/SUM79/D766678553/S00000/magnetogram.fits,2015-10-31 06:24:00,harp,6060,False
67982,67982,/SUM75/D1295621859/S00000/magnetogram.fits,2020-05-01 06:24:00,harp,7413,False
46508,46508,/SUM44/D675268336/S00000/magnetogram.fits,2015-02-09 12:48:00,harp,5144,True
36919,36919,/SUM21/D574947000/S00000/magnetogram.fits,2014-05-09 19:12:00,harp,4093,False
38000,38000,/SUM16/D587636314/S00000/magnetogram.fits,2014-06-11 20:48:00,harp,4197,True
29438,29438,/SUM93/D1038572395/S00000/magnetogram.fits,2013-10-12 09:36:00,harp,3263,True
2057,2057,/SUM94/D1044091464/S00000/magnetogram.fits,2011-03-14 12:48:00,harp,407,True
31429,31429,/SUM86/D1041322530/S00000/magnetogram.fits,2013-11-27 16:00:00,harp,3400,False
6680,6680,/SUM84/D1044371699/S00000/magnetogram.fits,2011-08-31 01:36:00,harp,814,False
18240,18240,/SUM13/D1408793751/S00000/magnetogram.fits,2012-10-10 00:00:00,harp,2106,False
57581,57581,/SUM82/D797183568/S00000/magnetogram.fits,2016-02-11 22:24:00,harp,6327,True
23470,23470,/SUM91/D1043687838/S00000/magnetogram.fits,2013-04-12 16:00:00,harp,2634,False
60832,60832,/SUM87/D999250293/S00000/magnetogram.fits,2016-08-15 09:36:00,harp,6703,False
1895,1895,/SUM93/D1043856254/S00000/magnetogram.fits,2011-03-09 03:12:00,harp,401,True
54320,54320,/SUM80/D756541617/S00000/magnetogram.fits,2015-09-28 08:00:00,harp,5983,True
6981,6981,/SUM90/D1037319300/S00000/magnetogram.fits,2011-09-07 11:12:00,harp,833,True
31261,31261,/SUM88/D1041123526/S00000/magnetogram.fits,2013-11-23 00:00:00,harp,3376,True
30107,30107,/SUM97/D1039374756/S00000/magnetogram.fits,2013-10-28 06:24:00,harp,3311,True
54355,54355,/SUM75/D757233889/S00000/magnetogram.fits,2015-09-30 17:36:00,harp,5983,True
23507,23507,/SUM85/D1043757418/S00000/magnetogram.fits,2013-04-10 08:00:00,harp,2635,True
37985,37985,/SUM9/D587180281/S00000/magnetogram.fits,2014-06-10 14:24:00,harp,4197,True
21951,21951,/SUM85/D1040347904/S00000/magnetogram.fits,2013-02-13 01:36:00,harp,2471,False
14676,14676,/SUM98/D1043650813/S00000/magnetogram.fits,2012-05-21 01:36:00,harp,1680,False
36397,36397,/SUM61/D569683460/S00000/magnetogram.fits,2014-04-26 00:00:00,harp,4025,False
4917,4917,/SUM97/D1042160046/S00000/magnetogram.fits,2011-07-15 17:36:00,harp,712,False
21451,21451,/SUM89/D1039497678/S00000/magnetogram.fits,2013-01-29 16:00:00,harp,2414,False
40628,40628,/SUM22/D633969722/S00000/magnetogram.fits,2014-10-19 08:00:00,harp,4679,False
37626,37626,/SUM9/D584188617/S00000/magnetogram.fits,2014-06-02 06:24:00,harp,4179,False
40907,40907,/SUM35/D638153875/S00000/magnetogram.fits,2014-10-27 19:12:00,harp,4698,True
23923,23923,/SUM16/D505224788/S00000/magnetogram.fits,2013-04-25 20:48:00,harp,2685,False
40540,40540,/SUM47/D634872603/S00000/magnetogram.fits,2014-10-22 12:48:00,harp,4678,False
39779,39779,/SUM16/D607840432/S00000/magnetogram.fits,2014-08-06 17:36:00,harp,4398,False
53406,53406,/SUM83/D745286066/S00000/magnetogram.fits,2015-08-21 16:00:00,harp,5885,True
34043,34043,/SUM48/D542190830/S00000/magnetogram.fits,2014-01-20 12:48:00,harp,3648,False
30667,30667,/SUM99/D1040134749/S00000/magnetogram.fits,2013-11-07 04:48:00,harp,3341,True
65393,65393,/SUM92/D1004886193/S00000/magnetogram.fits,2017-11-28 12:48:00,harp,7192,False
40860,40860,/SUM46/D635456414/S00000/magnetogram.fits,2014-10-24 12:48:00,harp,4698,True
24114,24114,/SUM96/D1037469768/S00000/magnetogram.fits,2013-05-03 14:24:00,harp,2693,True
12695,12695,/SUM84/D1038978523/S00000/magnetogram.fits,2012-02-29 14:24:00,harp,1424,False
21988,21988,/SUM87/D1040371222/S00000/magnetogram.fits,2013-02-15 16:00:00,harp,2471,False
64088,64088,/SUM92/D1018867965/S00000/magnetogram.fits,2017-06-17 14:24:00,harp,7045,False
25537,25537,/SUM92/D1039995268/S00000/magnetogram.fits,2013-06-23 17:36:00,harp,2878,False
10740,10740,/SUM93/D1044208947/S00000/magnetogram.fits,2011-12-26 19:12:00,harp,1209,True
34343,34343,/SUM58/D541870224/S00000/magnetogram.fits,2014-02-05 12:48:00,harp,3686,True
996,996,/SUM94/D1042408412/S00000/magnetogram.fits,2011-01-08 16:00:00,harp,335,False
60155,60155,/SUM98/D998604563/S00000/magnetogram.fits,2016-07-17 04:48:00,harp,6662,False
47610,47610,/SUM22/D689816196/S00000/magnetogram.fits,2015-03-17 16:00:00,harp,5337,False
39,39,/SUM94/D1040784290/S00000/magnetogram.fits,2010-11-06 19:12:00,harp,241,False
19557,19557,/SUM95/D1044605138/S00000/magnetogram.fits,2012-11-21 04:48:00,harp,2220,True
6968,6968,/SUM90/D1037312911/S00000/magnetogram.fits,2011-09-06 11:12:00,harp,833,True
29839,29839,/SUM98/D1039060214/S00000/magnetogram.fits,2013-10-24 09:36:00,harp,3291,True
43716,43716,/SUM46/D665788150/S00000/magnetogram.fits,2014-12-19 04:48:00,harp,4920,True
15264,15264,/SUM90/D1044484708/S00000/magnetogram.fits,2012-06-05 20:48:00,harp,1724,True
37665,37665,/SUM52/D584193222/S00000/magnetogram.fits,2014-06-02 22:24:00,harp,4186,True
15862,15862,/SUM88/D1037961767/S00000/magnetogram.fits,2012-07-06 09:36:00,harp,1807,True
1878,1878,/SUM90/D1043836854/S00000/magnetogram.fits,2011-03-07 00:00:00,harp,401,True
30913,30913,/SUM93/D1040516959/S00000/magnetogram.fits,2013-11-17 04:48:00,harp,3364,True
61017,61017,/SUM98/D1000687660/S00000/magnetogram.fits,2016-09-05 22:24:00,harp,6732,False
5683,5683,/SUM86/D1043245033/S00000/magnetogram.fits,2011-08-03 00:00:00,harp,753,True
1908,1908,/SUM92/D1043879312/S00000/magnetogram.fits,2011-03-11 06:24:00,harp,401,True
40878,40878,/SUM5/D635816282/S00000/magnetogram.fits,2014-10-25 20:48:00,harp,4698,True
63880,63880,/SUM97/D1018806990/S00000/magnetogram.fits,2017-05-20 01:36:00,harp,7010,False
64262,64262,/SUM88/D1018915974/S00000/magnetogram.fits,2017-07-13 22:24:00,harp,7075,True
30218,30218,/SUM95/D1039487094/S00000/magnetogram.fits,2013-10-30 14:24:00,harp,3320,False
55763,55763,/SUM77/D771453980/S00000/magnetogram.fits,2015-11-16 01:36:00,harp,6084,False
29440,29440,/SUM92/D1038573145/S00000/magnetogram.fits,2013-10-12 12:48:00,harp,3263,True
49690,49690,/SUM74/D715836181/S00000/magnetogram.fits,2015-05-11 14:24:00,harp,5543,False
27276,27276,/SUM99/D1042827001/S00000/magnetogram.fits,2013-08-10 04:48:00,harp,3049,False
48730,48730,/SUM76/D702074221/S00000/magnetogram.fits,2015-04-21 16:00:00,harp,5447,True
68406,68406,/SUM22/D1324867613/S00000/magnetogram.fits,2020-08-03 14:24:00,harp,7432,False
5429,5429,/SUM99/D1042825592/S00000/magnetogram.fits,2011-07-26 22:24:00,harp,746,True
29474,29474,/SUM89/D1038598510/S00000/magnetogram.fits,2013-10-16 20:48:00,harp,3263,True
49214,49214,/SUM79/D704946935/S00000/magnetogram.fits,2015-04-29 08:00:00,harp,5518,False
40089,40089,/SUM5/D630354728/S00000/magnetogram.fits,2014-10-08 08:00:00,harp,4639,True
5694,5694,/SUM88/D1043289386/S00000/magnetogram.fits,2011-08-08 08:00:00,harp,753,True
48112,48112,/SUM56/D692284757/S00000/magnetogram.fits,2015-03-23 06:24:00,harp,5361,False
24530,24530,/SUM86/D1038066659/S00000/magnetogram.fits,2013-05-13 11:12:00,harp,2733,False
2318,2318,/SUM95/D1037752255/S00000/magnetogram.fits,2011-03-29 12:48:00,harp,443,False
46218,46218,/SUM10/D671729381/S00000/magnetogram.fits,2015-01-30 03:12:00,harp,5107,True
1597,1597,/SUM91/D1043255588/S00000/magnetogram.fits,2011-02-13 01:36:00,harp,377,True
36101,36101,/SUM54/D565587056/S00000/magnetogram.fits,2014-04-14 20:48:00,harp,4011,False
21399,21399,/SUM86/D1039442100/S00000/magnetogram.fits,2013-01-29 20:48:00,harp,2411,False
66906,66906,/SUM68/D1165019168/S00000/magnetogram.fits,2019-04-04 20:48:00,harp,7352,False
43705,43705,/SUM46/D665771765/S00000/magnetogram.fits,2014-12-18 11:12:00,harp,4920,True
51271,51271,/SUM75/D722998915/S00000/magnetogram.fits,2015-06-14 00:00:00,harp,5675,False
53670,53670,/SUM75/D747634785/S00000/magnetogram.fits,2015-08-29 19:12:00,harp,5919,False
34284,34284,/SUM70/D541903358/S00000/magnetogram.fits,2014-02-01 06:24:00,harp,3686,True
6812,6812,/SUM98/D1044488939/S00000/magnetogram.fits,2011-09-01 01:36:00,harp,817,False
46309,46309,/SUM60/D673076285/S00000/magnetogram.fits,2015-02-03 01:36:00,harp,5113,False
38439,38439,/SUM7/D588058195/S00000/magnetogram.fits,2014-06-12 04:48:00,harp,4231,True
48794,48794,/SUM83/D701708864/S00000/magnetogram.fits,2015-04-20 03:12:00,harp,5456,False
33125,33125,/SUM87/D1044272793/S00000/magnetogram.fits,2014-01-07 03:12:00,harp,3563,True
31253,31253,/SUM93/D1041114726/S00000/magnetogram.fits,2013-11-22 08:00:00,harp,3376,True
33316,33316,/SUM99/D1044587717/S00000/magnetogram.fits,2014-01-12 20:48:00,harp,3586,False
1165,1165,/SUM99/D1042748178/S00000/magnetogram.fits,2011-01-19 01:36:00,harp,347,False
40905,40905,/SUM11/D638148651/S00000/magnetogram.fits,2014-10-27 16:00:00,harp,4698,True
57121,57121,/SUM74/D789032670/S00000/magnetogram.fits,2016-01-15 14:24:00,harp,6258,False
27026,27026,/SUM94/D1042303777/S00000/magnetogram.fits,2013-08-05 20:48:00,harp,3022,False
51928,51928,/SUM83/D729143155/S00000/magnetogram.fits,2015-07-05 16:00:00,harp,5745,True
53400,53400,/SUM82/D745290245/S00000/magnetogram.fits,2015-08-21 06:24:00,harp,5885,True
48818,48818,/SUM80/D702059609/S00000/magnetogram.fits,2015-04-21 19:12:00,harp,5456,True
52168,52168,/SUM81/D732195747/S00000/magnetogram.fits,2015-07-14 11:12:00,harp,5758,False
41686,41686,/SUM5/D641172865/S00000/magnetogram.fits,2014-11-06 01:36:00,harp,4750,False
31006,31006,/SUM90/D1040778414/S00000/magnetogram.fits,2013-11-17 03:12:00,harp,3367,False
10731,10731,/SUM93/D1044199361/S00000/magnetogram.fits,2011-12-26 04:48:00,harp,1209,True
23037,23037,/SUM85/D1043194673/S00000/magnetogram.fits,2013-03-31 22:24:00,harp,2599,False
6716,6716,/SUM93/D1044400703/S00000/magnetogram.fits,2011-09-03 22:24:00,harp,814,True
24112,24112,/SUM90/D1037468037/S00000/magnetogram.fits,2013-05-03 11:12:00,harp,2693,True
63337,63337,/SUM84/D1013534045/S00000/magnetogram.fits,2017-04-02 09:36:00,harp,6972,True
15827,15827,/SUM92/D1037935706/S00000/magnetogram.fits,2012-07-03 20:48:00,harp,1807,True
49111,49111,/SUM73/D703733264/S00000/magnetogram.fits,2015-04-26 06:24:00,harp,5492,False
65407,65407,/SUM99/D1005153326/S00000/magnetogram.fits,2017-11-29 11:12:00,harp,7192,False
5585,5585,/SUM94/D1043077206/S00000/magnetogram.fits,2011-08-01 20:48:00,harp,750,True
54936,54936,/SUM83/D762282670/S00000/magnetogram.fits,2015-10-15 11:12:00,harp,6010,False
45732,45732,/SUM67/D667809781/S00000/magnetogram.fits,2015-01-16 08:00:00,harp,5073,False
1920,1920,/SUM89/D1043893392/S00000/magnetogram.fits,2011-03-12 03:12:00,harp,401,True
19922,19922,/SUM85/D1037809017/S00000/magnetogram.fits,2012-12-27 08:00:00,harp,2322,False
43794,43794,/SUM70/D665575722/S00000/magnetogram.fits,2014-12-15 14:24:00,harp,4932,False
38825,38825,/SUM43/D596173736/S00000/magnetogram.fits,2014-07-03 22:24:00,harp,4294,False
48497,48497,/SUM52/D697545673/S00000/magnetogram.fits,2015-04-07 22:24:00,harp,5415,True
2672,2672,/SUM88/D1038643555/S00000/magnetogram.fits,2011-04-24 16:00:00,harp,514,False
19554,19554,/SUM90/D1044603003/S00000/magnetogram.fits,2012-11-21 00:00:00,harp,2220,True
54015,54015,/SUM74/D755312147/S00000/magnetogram.fits,2015-09-24 11:12:00,harp,5970,False
53051,53051,/SUM77/D742345978/S00000/magnetogram.fits,2015-08-12 11:12:00,harp,5845,False
26300,26300,/SUM96/D1041303223/S00000/magnetogram.fits,2013-07-23 22:24:00,harp,2964,False
35515,35515,/SUM45/D559930158/S00000/magnetogram.fits,2014-03-30 08:00:00,harp,3894,True
37981,37981,/SUM10/D587190617/S00000/magnetogram.fits,2014-06-10 08:00:00,harp,4197,True
24996,24996,/SUM90/D1039074909/S00000/magnetogram.fits,2013-06-04 11:12:00,harp,2790,True
26246,26246,/SUM86/D1041247629/S00000/magnetogram.fits,2013-07-19 06:24:00,harp,2964,False
50832,50832,/SUM74/D718715378/S00000/magnetogram.fits,2015-06-03 22:24:00,harp,5627,False
53678,53678,/SUM75/D751249045/S00000/magnetogram.fits,2015-09-10 22:24:00,harp,5940,False
66201,66201,/SUM88/D1088558989/S00000/magnetogram.fits,2018-08-06 08:00:00,harp,7290,False
14844,14844,/SUM97/D1043851161/S00000/magnetogram.fits,2012-05-28 09:36:00,harp,1690,False
5589,5589,/SUM85/D1043080166/S00000/magnetogram.fits,2011-08-02 03:12:00,harp,750,True
27765,27765,/SUM92/D1043520171/S00000/magnetogram.fits,2013-08-29 08:00:00,harp,3098,False
34944,34944,/SUM47/D553492779/S00000/magnetogram.fits,2014-02-25 19:12:00,harp,3766,True
14563,14563,/SUM86/D1043546865/S00000/magnetogram.fits,2012-05-20 09:36:00,harp,1677,False
57605,57605,/SUM72/D797843483/S00000/magnetogram.fits,2016-02-13 22:24:00,harp,6327,True
68100,68100,/SUM36/D1306744922/S00000/magnetogram.fits,2020-06-05 17:36:00,harp,7419,False
55212,55212,/SUM78/D767587635/S00000/magnetogram.fits,2015-11-03 04:48:00,harp,6052,True
9174,9174,/SUM87/D1041512108/S00000/magnetogram.fits,2011-11-15 04:48:00,harp,1064,False
29959,29959,/SUM93/D1039207678/S00000/magnetogram.fits,2013-10-23 22:24:00,harp,3295,True
13959,13959,/SUM85/D1042716201/S00000/magnetogram.fits,2012-05-09 11:12:00,harp,1638,True
23446,23446,/SUM98/D1043661028/S00000/magnetogram.fits,2013-04-09 16:00:00,harp,2634,False
30666,30666,/SUM94/D1040133815/S00000/magnetogram.fits,2013-11-07 03:12:00,harp,3341,True
12856,12856,/SUM95/D1039241752/S00000/magnetogram.fits,2012-03-09 01:36:00,harp,1449,True
32819,32819,/SUM94/D1043561171/S00000/magnetogram.fits,2013-12-19 20:48:00,harp,3522,False
1683,1683,/SUM86/D1043388346/S00000/magnetogram.fits,2011-02-18 00:00:00,harp,384,True
56733,56733,/SUM78/D786274871/S00000/magnetogram.fits,2016-01-05 09:36:00,harp,6223,False
27325,27325,/SUM88/D1042949122/S00000/magnetogram.fits,2013-08-17 17:36:00,harp,3056,True
43958,43958,/SUM13/D665525528/S00000/magnetogram.fits,2014-12-17 00:00:00,harp,4938,False
51296,51296,/SUM77/D723010370/S00000/magnetogram.fits,2015-06-15 12:48:00,harp,5677,False
62331,62331,/SUM90/D1007223252/S00000/magnetogram.fits,2016-12-19 09:36:00,harp,6889,False
57577,57577,/SUM83/D797178870/S00000/magnetogram.fits,2016-02-11 14:24:00,harp,6327,True
51647,51647,/SUM74/D728256467/S00000/magnetogram.fits,2015-07-03 00:00:00,harp,5724,False
55367,55367,/SUM72/D767585735/S00000/magnetogram.fits,2015-11-03 16:00:00,harp,6063,True
36082,36082,/SUM5/D568453147/S00000/magnetogram.fits,2014-04-17 20:48:00,harp,3999,True
58718,58718,/SUM86/D994917443/S00000/magnetogram.fits,2016-04-25 01:36:00,harp,6505,False
6346,6346,/SUM85/D1044006502/S00000/magnetogram.fits,2011-08-25 08:00:00,harp,803,False
53068,53068,/SUM79/D739910771/S00000/magnetogram.fits,2015-08-05 14:24:00,harp,5850,False
28392,28392,/SUM85/D1037537894/S00000/magnetogram.fits,2013-09-22 16:00:00,harp,3195,False
59692,59692,/SUM87/D997312332/S00000/magnetogram.fits,2016-06-13 04:48:00,harp,6617,False
15908,15908,/SUM89/D1038033080/S00000/magnetogram.fits,2012-07-08 20:48:00,harp,1832,False
40095,40095,/SUM9/D630350749/S00000/magnetogram.fits,2014-10-08 17:36:00,harp,4639,True
40810,40810,/SUM7/D634573990/S00000/magnetogram.fits,2014-10-21 01:36:00,harp,4698,True
25799,25799,/SUM89/D1040454375/S00000/magnetogram.fits,2013-07-03 12:48:00,harp,2910,False
36493,36493,/SUM51/D568560793/S00000/magnetogram.fits,2014-04-22 08:00:00,harp,4042,False
29472,29472,/SUM98/D1038597764/S00000/magnetogram.fits,2013-10-16 17:36:00,harp,3263,True
11609,11609,/SUM89/D1037675285/S00000/magnetogram.fits,2012-01-24 08:00:00,harp,1318,False
12757,12757,/SUM98/D1039091579/S00000/magnetogram.fits,2012-02-29 09:36:00,harp,1426,False
55195,55195,/SUM82/D766410939/S00000/magnetogram.fits,2015-10-30 22:24:00,harp,6052,False
19615,19615,/SUM88/D1044711853/S00000/magnetogram.fits,2012-11-28 20:48:00,harp,2227,True
56641,56641,/SUM73/D784783873/S00000/magnetogram.fits,2015-12-31 20:48:00,harp,6205,False
53857,53857,/SUM72/D754699427/S00000/magnetogram.fits,2015-09-23 00:00:00,harp,5961,False
3214,3214,/SUM84/D1039404241/S00000/magnetogram.fits,2011-05-12 00:00:00,harp,589,False
11697,11697,/SUM85/D1037870782/S00000/magnetogram.fits,2012-01-16 19:12:00,harp,1327,False
57627,57627,/SUM72/D798451891/S00000/magnetogram.fits,2016-02-15 09:36:00,harp,6327,True
22232,22232,/SUM97/D1040716924/S00000/magnetogram.fits,2013-02-26 17:36:00,harp,2492,False
5616,5616,/SUM91/D1043100120/S00000/magnetogram.fits,2011-08-03 22:24:00,harp,750,True
49673,49673,/SUM78/D715821491/S00000/magnetogram.fits,2015-05-10 11:12:00,harp,5543,False
51559,51559,/SUM82/D724908192/S00000/magnetogram.fits,2015-06-22 04:48:00,harp,5692,True
33231,33231,/SUM85/D1044449085/S00000/magnetogram.fits,2014-01-06 09:36:00,harp,3580,True
30109,30109,/SUM84/D1039375484/S00000/magnetogram.fits,2013-10-28 09:36:00,harp,3311,True
